sentence,Unigram,Bigram,Trigram,Quadrigram,Unigram_Add1,Bigram_Add1,Trigram_Add1,Quadrigram_Add1,Unigram_AddK,Bigram_AddK,Trigram_AddK,Quadrigram_AddK,Unigram_AddToken,Bigram_AddToken,Trigram_AddToken,Quadrigram_AddToken
डेविस को 27 जनवरी को लाहौर में उस समय गिरफ्तार किया गया जब उसने दो पाकिस्तानियों को गोली चलाकर मार दिया था।,-170.21820624937897,-102.23055168231855,-55.1437495429909,-21.98917797945858,-170.69714778069854,-193.49210646475146,-235.26049921637633,-248.05625343555465,-170.45729150754138,-181.23242600277882,-224.51775433570958,-238.5833579678737,-262.4374796405699,-265.5914004090361,-265.6708277209665,-265.6756322053124
इस मार्ग पर वनस्पति तो है परंतु जो वनस्पति वीडियो में नजर आ रही है वह भी यहां की वनस्पति से मेल खाती नजर नहीं आ रही है।,-202.27901000422602,-125.08791242445416,-57.09646788181226,-28.29056237549275,-202.9432038569658,-226.44747921517404,-273.2132110233322,-293.9646034087119,-202.61298424084467,-212.09278040405368,-258.4829563799612,-280.5716208079571,-330.44593196338855,-334.5694169007795,-334.9054290868791,-334.92970633763883
बाद में परिजनों ने एसपी एसएस बघेल से न्याय दिलाने की मांग की।,-99.46396828618973,-60.93195912266576,-27.229097352418982,-16.465479566656146,-99.83660550280081,-113.29630206224942,-131.23448260765338,-138.5309948361622,-99.65176912345774,-106.31609011474984,-124.06142737718908,-132.1738335657479,-158.82561910869583,-161.6800496723518,-161.70986795238522,-161.7111472864668
तिरुवनैकवल मंदिर के अंदरुनी पठार में जल वसंत से पता चलता है कि यह जललिंग है।,-136.9102769523471,-69.71116808482228,-32.39800237165258,-20.869760722237633,-135.51317705910262,-145.6247849216372,-171.22132575536563,-179.06064816385086,-136.0794409247186,-138.79440247275005,-163.75063662620138,-171.97348764071177,-192.73867636636683,-195.97626391929182,-196.36565215334485,-196.36819046689308
"15 सितंबर को लार्वा सर्वे को लेकर भोपाल समेत देशभर में अभियान भी चलाने की तैयारी है , लेकिन स्कूल , कालेज और दफ्तरों में लार्वा सर्वे नहीं किया जा रहा है , जबकि यहां से डेंगू फैलने का खतरा ज्यादा रहता है।",-306.64994324851165,-199.4953789868999,-94.32626882890392,-41.253179289775794,-307.80657689269793,-354.9014001187745,-429.4858874261435,-458.3815236110038,-307.2324699965607,-333.3181356942745,-408.06279217627963,-438.9268965109169,-500.514373330024,-507.7042276441231,-508.2198197457759,-508.2449972287725
"परिजनों ने जाम लगा दिया था , जिनको शांत करा दिया गया है।",-96.97489323779935,-47.84785109536568,-31.744709858209028,-20.90941027912885,-97.37328073589565,-97.78699893600414,-124.100282794277,-138.3367222415886,-97.17573467265264,-90.18378751595466,-116.62934037524991,-131.92175491540917,-159.44934841437063,-161.35385273134392,-161.68089112384735,-161.70962529650518
"लगभग तीन दशक के अपने शानदार फिल्मी करियर में , सीमा बिस्वास ने कई यादगार किरदारों को चित्रित किया है।",-157.45657014758953,-93.13730906038964,-48.92471798217367,-16.019192464027725,-157.7354077335438,-178.9347573817218,-215.84814056763196,-224.85265187099074,-157.59159789651818,-168.62457448599378,-206.4859470966921,-216.36114404174796,-238.50826472380385,-242.2482076097982,-242.56032036533065,-242.57292710077533
"पहलाज के मुताबिक , बेहद देर हो गई थी।",-67.20346716835721,-42.624413672295304,-24.85084317027684,-18.396706166936465,-67.36333022110229,-75.9887166785274,-93.36564398988368,-104.44170308062309,-67.28169860752931,-71.27057126821916,-88.65205330392456,-100.38110891533677,-113.18661717650154,-115.4507971577776,-115.5018438099723,-115.51002680228622
"मस्क ने लिखा , ' जरूरत पड़े तो छोटी पनडुब्बी तैयार है।",-96.99651602242302,-60.597624468873974,-23.81185789391963,-18.095789053575327,-97.20673992765998,-111.63302634923129,-130.39069876582323,-138.90101991461694,-97.1009996914497,-105.58009541929705,-124.35665509359353,-133.55365790230934,-148.0076864540602,-149.85046633984155,-150.1629727557275,-150.16439680898029
जिसके बाद हाल ही में बिजली कंपनी बैंक गारंटी तोड़कर राशि ली।,-97.68890569120182,-56.787839945031465,-27.40266654793598,-18.73966518512849,-98.05105558007125,-108.37476392867562,-125.8448613677347,-131.73650333144067,-97.87149934158634,-101.84578682954918,-119.90251003547131,-126.17726895411646,-148.4013861209343,-150.14351514830489,-150.15540430835082,-150.16007115961827
' महिला सुरक्षा पर पीएम नरेंद्र मोदी क्यों साध लेते हैं चुप्पी ',-106.60452845460316,-66.1123491736412,-31.26161135599714,-15.772332386096199,-106.95707366461525,-122.4581903851308,-143.43742886448896,-146.6696331712243,-106.78207716880151,-115.2852599977212,-137.4487108626345,-140.95229710125759,-160.2719136657997,-161.70083310950488,-161.71242779530178,-161.71289925168804
यूपी में पहले से ही कैश एंड कैरी स्टोर चलाने वाली कंपनी वालमार्ट इंडिया ने हाल ही में लखनऊ में अपना पहला बिजनेस - टू - बिजनेस फुलफिलमेंट सेंटर ( एफसी ) शुरू किया था।,-276.8278088189535,-160.11948598591763,-59.72595461630575,-29.90391152876457,-276.99617311430984,-308.54159490391635,-354.09830254338436,-374.50654482402086,-276.87493986844237,-290.72590189002017,-336.6548842521307,-358.64066246265753,-411.28247652632996,-415.75252123773134,-415.82531863086126,-415.8372741953198
लेकिन अब एक बार फिर से वो चर्चा में आ रही हैं।,-77.50173050879216,-45.60211335878607,-32.775539531032464,-24.31383883616213,-77.91217799300424,-80.47213041577078,-107.67297598346268,-123.19591969811579,-77.70860233119826,-73.3066516967451,-100.13675279866814,-116.90349062828236,-147.7233802506483,-149.99676366071725,-150.14192654342432,-150.15061898440177
"हाउसफुल - 4 के लिए साजिद को लम्बे समय से हीरोइन का इन्तजार था , जिसे अब कृति के रूप में पूरा माना जा रहा है . इस फिल्म की शूटिंग जून 2018 में शुरू होगी . हाउसफुल - 4 से पहले रिलीज हुई सीरीज की तीनों फ़िल्में बॉक्स ऑफिस पर हिट साबित हुई थी . इस फिल्म को साजिद नाडियाडवाला प्रोड्यूस करेंगे . हाउसफुल सीरीज की पहली फिल्म साल 2010 , दूसरी 2012 और तीसरी फिल्म 2016 में रिलीज हुई थी . तीनो ही फिल्मों में रितेश और खिलाड़ी कुमार फिल्म का अहम हिस्सा रहे थे .",-726.2990909276378,-446.58746857276014,-198.8287440942964,-86.96525697337768,-728.2996463657681,-827.3608491909558,-984.4963120708659,-1050.2716156656418,-727.2946010779193,-777.8620635339732,-936.0632975289869,-1007.2203958353972,-1128.9751351933712,-1143.0946544156186,-1143.5224907873746,-1143.5565657677553
आखिर यह कहाँ तक जा सकता है ?,-61.231051351566634,-37.27056142651943,-20.649911321900625,-16.777372114858526,-61.48385311160325,-67.7323919327701,-81.55859245022198,-91.26442690650155,-61.3584918695022,-63.019060678469216,-77.08928642398405,-87.28725847012875,-102.52465537453749,-103.9225753215807,-103.95189761941754,-103.95937146825487
"मौके पर सिटी डीएसपी आलोक कुमार सिंह , सुधा डेयरी के मैनेजिंग डायरेक्टर करण कुमार सिंह , जिला ओलंपिक संघ के महासचिव मोती करीमी आदि थे।",-219.4312637624557,-111.68178320209968,-51.043890332753136,-24.768092437418662,-219.6284895690919,-235.016547590547,-272.8850688678797,-285.51852733623656,-219.51081886365142,-221.8725378822354,-260.4123723316845,-274.46190427240526,-308.01438710692605,-311.81393919899733,-311.876290183617,-311.8774928268661
जबकि राजस्थान में जोधपुर में एआरओ की भर्ती उदयपुर में की जा रही है।,-97.2905968381213,-66.57365342357708,-32.71595459091465,-14.533636653661333,-97.55717459599555,-114.27564891801492,-138.10100569472905,-147.01847276896936,-97.42159857627414,-107.60561489528352,-130.9837766406756,-140.44350082640528,-168.99691063043747,-172.91183641150675,-173.22850153039053,-173.25268266827752
"संबित पात्रा पर चुनाव आचार संहिता के उल्लंघन का आरोप , केस दर्ज",-106.38151061994957,-62.3955490083438,-33.64205153280632,-20.20884720605415,-106.64021814818445,-121.65771194745555,-141.9301943309784,-150.15142597491652,-106.51118414891168,-114.52478960508628,-135.0022934648311,-144.3086753269875,-158.94704899847164,-161.70690797858845,-161.71510944809663,-161.71557135193282
खबर चल रही थी एजेंसी में बॉलीवुड के कई सितारों समेत सलमान खान का भी पैसा लगा है।,-131.54793423191325,-86.25478392685126,-49.29976701578754,-21.526681224323085,-132.11016469349596,-152.57251078081356,-192.54721127823078,-203.5181517570884,-131.83136963770892,-142.94428295107537,-183.61214338355245,-195.88749817358035,-216.20384871540716,-219.14636092735975,-219.46938515196885,-219.47075122494144
"एसटीएफ के मुताबिक पीएमटी - 2012 फर्जीवाड़ा मामले में कुक्षी से गोविंद एस्के , गंधवानी के ग्राम अंजनताड़ से छात्र राजकुमार व उसके पिता धनसिंह कनास , ग्राम खोलिया ( कुक्षी ) से छात्र विनोद कुमार व उसके पिता कालू सिंह रावत और राजेंद्र मुकाती को गिरफ्तार कर लिया गया है ।",-440.8880384410592,-237.49905420319712,-82.5132652915739,-23.800112641785436,-438.21042187436785,-485.0019632590458,-545.9289991132346,-561.2504537410164,-439.2996299602686,-461.02063060743535,-522.242491520248,-538.6146598494819,-605.0350416412394,-612.1147002119244,-612.1986228122329,-612.2073081160561
पांच साल में करोड़पति बने पुलिस वालों की विभागीय जांच में शुरू हो गई है।,-104.86079868633473,-67.57389693130982,-35.27393005258919,-17.884939716781243,-105.28765023224749,-118.43999701108174,-146.76522577117942,-158.3483242417391,-105.07564846457976,-110.50514115155444,-138.5358830340046,-150.82268726861554,-181.52887277517485,-184.47447196075672,-184.79705382892814,-184.81339206974502
तभी तो उन्हें लोग मुंह - मांगी कीमत देने को तैयार है।,-88.88315663369136,-68.70141865192177,-22.78920290072227,-13.652068849896107,-89.27872689312349,-111.12745143388013,-129.4463924299415,-134.31482742421542,-89.08257962086834,-105.04715026670412,-123.34579786261251,-128.59575510398093,-148.2048147325038,-149.855334675762,-150.16283810087904,-150.16349242703978
इस दौरान पिता और पुत्र ने 20 मिनट तक साथ बिताए।,-84.14915245508143,-59.742560540344755,-29.52330373720838,-14.856041654222043,-83.8318122755006,-102.1255626035229,-115.26113181356956,-117.36680647132424,-83.93311120725767,-96.18338258496706,-109.990279144761,-112.43798463590052,-136.73349850442096,-138.55040489255842,-138.55493290205567,-138.55502910536677
इन हालात में चिकित्सक लोगों को सावधानी बरतने की सलाह दे रहे हैं।,-96.93853921761313,-55.161213997424696,-31.045992909161832,-15.37634602194258,-97.33944402826307,-105.08225312886627,-129.02180488789597,-138.6625389666374,-97.14069803121203,-97.92174086187872,-121.83010339408801,-132.06482476116503,-158.96488363422225,-161.53932135199952,-161.68632042400185,-161.7076354780491
बीते 15 अगस्त को वह अपने छोटे भाई के लिए कुछ सामान लेने घर से बाहर निकली थी।,-131.19477118021825,-77.84353275767799,-52.85395535555644,-30.794586434488256,-131.77360907833517,-145.20781344083156,-187.14708739827904,-202.1945983868806,-131.48657884557826,-134.6396448784766,-177.5365265330324,-194.45475991552837,-216.5813162898419,-219.27776047607674,-219.46821305219913,-219.4700011110132
जबकि इस स्कूल में कुल 16 सरकारी कर्मचारी तैनात थे।,-77.20420180422472,-49.58343486396049,-28.607538353389387,-14.499366710283311,-77.54396647771013,-89.22658316826757,-109.85548022953846,-113.25219639329559,-77.37547662955258,-83.34871878045844,-104.76685895986883,-108.7239949739529,-125.33693554441878,-127.02272570044556,-127.05806139505346,-127.05820572373696
किशोर तैरना नहीं जानता था।,-48.50661387244212,-26.775306174537263,-14.568359581770263,-11.860309380668053,-48.49669313807049,-53.8251593848248,-63.587465590746994,-63.992786331445636,-48.4982379526887,-51.118798329726815,-61.25117653744956,-61.76171344742075,-68.25531514350166,-69.25701249385614,-69.3065791865489,-69.30658881021519
टीम अशोक का कुल स्कोर 21 अंडर का है।,-70.04658880354616,-50.764296383447345,-19.58696304551569,-12.553456561227998,-70.34046272234305,-85.8365867499625,-100.33949426339366,-105.14363860784798,-70.19477030486799,-81.22475019937048,-96.06933316552261,-101.26152662024751,-113.66043982158867,-115.20373413058262,-115.50822843579122,-115.5097864843279
"जिस कंप्यूटर ( Computer ) की बाइट जितनी अधिक होगी , वह आंकड़ों के संग्रहण , गणनाओं और सूचनाओं तथा परिणाम के निष्पादन में उतना ही सक्षम होगा।",-226.6607197727451,-150.52096382345678,-45.94917457784366,-17.949354256114898,-226.9481976581371,-273.9296213345522,-303.87998889562937,-308.9457333704613,-226.7954251119438,-261.01626147425435,-290.98920802888404,-296.9824590178474,-329.7716850459292,-334.9568497926978,-334.98000613452734,-334.9801889164638
मंत्रालय के 22 फरवरी के आदेश के तहत केंद्र सरकार ने निर्यात निरीक्षण परिषद के साथ विचार - विमर्श के बाद यह तय किया है कि भारत के निर्यात व्यापार को गति देने के लिए यह जरूरी है . यह अधिसूचित किया जाता है कि अंडा और अंडे के उत्पादों का निर्यात गुणवत्ता नियंत्रण या निरीक्षण अथवा दोनों पर निर्भर करेगा . यह सब निर्यात से पहले किया जाएगा .,-485.8564104658434,-313.5678810181192,-158.66020431435274,-81.27478787421045,-487.84898140040445,-556.1303020659078,-685.9180587903246,-747.1532100864058,-486.8605708059268,-520.9622655573833,-649.2482004163735,-714.885851714926,-807.2397358561692,-819.4488420133173,-820.1101837301138,-820.1279396220826
रात करीब 8 बजे मोंठ निवासी सराफा कारोबारी पवन सोनी घर पहुंचे।,-114.29153040855822,-55.40721096971002,-18.47771235864253,-15.079185205536252,-114.35949643133061,-121.71968291432512,-132.3154704971098,-135.897834736957,-114.31672624486337,-115.10134708299,-126.24148785580834,-130.44718298835184,-149.213372685791,-150.15976237035852,-150.16340582181778,-150.16354055898242
वहीं पुलिस ने मामला दर्ज कर आगे की कार्रवाई को शुरू कर दिया है।,-87.95885060505496,-52.912262897273784,-33.977599915891716,-24.16137204606117,-88.43231526365778,-92.146539756199,-121.41483543728997,-137.78406780657923,-88.19748455638647,-83.92689680300411,-112.2812012373815,-129.7578947407773,-170.2918081529314,-172.88534267940025,-173.23507971174968,-173.2473106861343
"इधर , मुलायम ने भी दिल्ली के लिए रवाना होने से पूर्व कहा , ‘ मैं पूरी तरह से फिट हूं।",-141.01761077946531,-89.88388909777495,-63.199262392455196,-34.80165085361167,-141.68308408876965,-158.0330026933664,-206.26005090749837,-225.8521630410009,-141.35310390592304,-146.55769294123485,-194.80116977724887,-215.7922291211748,-249.71541213198637,-253.91450108983614,-254.11362824045239,-254.12212985354202
आरपीएफ को खबर मिली कि लीडर रोड रेलवे कॉलोनी में खाली पड़े मकान में रेलवे स्टेशन के निकट स्थित रेस्टोरेंट राजा की रसोई की रसोई चल रही है।,-220.8386032148074,-134.94045806529826,-55.583218195156,-19.96939048555684,-221.59682059272475,-255.19717355184346,-296.5167777291746,-309.07966683472426,-221.2208766960179,-240.99044897951242,-283.1979118624578,-297.0048658986441,-329.93603083377513,-334.6472927869019,-334.95924864028433,-334.9812074914216
मिलों ने राज्य सरकार द्वारा गन्ने व चीनी की कीमतों को आपस में संबद्ध करने और बीते साल के गन्ने के बकाये के भुगतान के लिए 9 रुपये प्रति क्विंटल देने का वादे को पूरा करने सहित अन्य मांगों पर अमल किए जाने तक पेराई चालू नहीं करने का फैसला किया है।,-378.93236208078525,-246.31351585521304,-115.46050395187625,-41.822330840485904,-380.2388801387333,-442.28626201372344,-533.6252234748589,-562.8272768886354,-379.58962282648855,-415.92669639910207,-508.08685209365495,-540.1975841631323,-603.2645664729432,-611.6964071393761,-612.1919516995852,-612.2076255342647
महिलाओं के लिए विशेषतौर पर एक महिला क्रू टीम का इंतज़ाम किया गया है।,-104.63566460334509,-56.667504755702254,-37.14907411838959,-16.717527723669445,-104.15219511357914,-109.33204540484748,-140.24878080619325,-151.41346498165015,-104.33050244520462,-102.55737556943814,-133.19631505553681,-144.79722001176714,-170.16419629846533,-172.7539892908485,-173.23009998829133,-173.25859206906426
ईदी प्राप्त कर बच्चे काफी खुश थे।,-63.141063311130054,-38.553548222076564,-18.933579098127762,-11.860309380668053,-62.982247322025515,-72.60090382764967,-85.70999544558751,-86.80728012084991,-63.04225538942395,-68.86836132892945,-82.54002992541751,-83.83665900776202,-91.33432683902281,-92.3766509846787,-92.4088801710765,-92.40891865795955
आरोप है कि रात को करीब ढाई बजे अज्ञात लोग सोनिया के कमरे में आ गए और तेजधार हथियार से भारती के गले पर वार कर उसकी हत्या कर दी।,-219.15007750755254,-138.43470162572555,-65.04292078918628,-29.98813115513097,-219.89081065986798,-253.3954016305619,-300.9130262987198,-319.2794863852356,-219.52016823061018,-237.0448849455701,-284.9188201333193,-305.2299693838638,-352.6105880882791,-357.97712347568813,-358.07771916330915,-358.08215146132375
"इसमें आपको मल्टी कलर एलइडी मोड , लेजर की कैप ब्रेडेड केबल गोल्ड प्लेटेड यूएसबी के साथ मिल रहा है।",-184.21876233627376,-79.30263361103364,-25.593968594220893,-14.46526407274329,-183.76964286668894,-187.00692841376355,-206.5578153967419,-215.66359490163282,-183.9606421156528,-177.69188880127442,-196.82928737794418,-206.3863546899225,-239.42065065932096,-242.16731566645137,-242.53806133081002,-242.5639733969479
टाटा स्टील और जुस्को ने अंतिम बार दिसंबर 2017 में जैम एट स्ट्रीट का आयोजन किया था।,-146.64133217493517,-76.16364359126278,-30.546008730105626,-16.058584865738386,-146.3373039629275,-159.00517469827807,-180.12956705986136,-189.57264430688042,-146.45856545553724,-150.35006283940027,-171.91551270044283,-181.80163529589422,-205.25131961802936,-207.8564970389374,-207.9119331611616,-207.9196824942656
न्यूज पब्लिशर्स के लिए पहले से ही फेसबुक इस तरह की योजना चला रहा है जहां उन्हें वीडियो तथा कंटेंट क्रिएट करने के लिए पैसा दिया जा रहा है।,-203.37818999197125,-124.94971556341785,-66.89870695456794,-36.72401025523032,-203.91289114785005,-224.28148964195216,-280.668803133976,-308.7954918045468,-203.6378456342638,-209.60077666549205,-265.6310817462798,-295.16562156163974,-341.46139687086975,-345.8061832364213,-346.4751749358063,-346.523183421975
राजस्थान की सबसे बड़ी फल व सब्जी मंडी जयपुर की मुहाना के अध्यक्ष राहुल तंवर का कहना है कि नवंबर से ही सब्जियों के भावों में तेजी आ गई है।,-221.67750412838438,-133.43495514492952,-66.7397659696685,-28.763487984697655,-222.22470418319156,-249.3354283044982,-301.7420935934123,-321.3499282242916,-221.94395367566358,-234.10390064707533,-286.5522207510848,-307.8511175947913,-352.1030507628551,-357.6466759034855,-358.0491471381379,-358.07477328989137
शिकायत में ग्राम बड़दा के डूब प्रभावितों को अंजड़ कस्बे में आवंटित भूखंडों को अगस्त 2014 में मिलीभगत से गैरकानूनी तरीके से रजिस्ट्री किए जाने के आरोप लगाए गए हैं।,-244.33976905345173,-139.76650267527558,-55.012423513685796,-21.673325030040104,-243.76194444870507,-275.4660198036129,-315.4604399602552,-329.1806494684324,-243.96458338133922,-261.5193006876442,-301.1138714706138,-315.93972079044363,-351.8716783244635,-357.93147847980185,-358.07524165078877,-358.0839988269056
मैं इधर - उधर भागता था क्योंकि यह वह इलाका है जहाँ मैं रहता था और मुझे ला में अपने पहले महीनों की याद दिलाता है।,-200.31268324164319,-134.01826946347302,-55.562382729234024,-18.59371127250541,-200.94368034083493,-238.09233379438152,-281.6195405918595,-287.7946105259899,-200.62946304563434,-224.8864939385064,-269.7375805755835,-276.76058632492254,-308.3327086336198,-311.56123905098167,-311.8764377213459,-311.87688993704575
नई दिल्ली . देश विरोधी नारेबाजी के आरोपी कन्हैया कुमार ने अंतरिम जमानत मिलने के बाद दूसरे दिन जेएनयू में प्रेस कॉंफ्रेंस कर केंद्र सरकार पर निशाना साधा . कन्हैया ने कहा . . . .,-261.89742793792277,-150.09960482592953,-77.18500921207642,-30.45797427463063,-262.71519097426176,-286.43068000107525,-345.9096392974812,-367.16937548765475,-262.30449519002144,-267.28827281875243,-327.04043925965345,-349.63717891978405,-421.1072953514717,-427.0881837804378,-427.3331295966142,-427.3689423191261
जिससे किसानों को पहरा देने में भी परेशानी का सामना करना पड़ रहा है।,-101.18337885743256,-53.96356977208902,-34.21562956219858,-18.852129396028264,-101.57362460434085,-105.03969291118854,-133.24665513910625,-145.8812064557104,-101.37971176663241,-97.23562548465712,-125.18237570588902,-138.6342466945283,-170.38401367458619,-172.90508082882212,-173.23499669627842,-173.2633218136019
"न ही कोई डीपीआर ( Detail Project Report ) , EIA ( पर्यावरण प्रभाव आंकलन ) व EMP के कागजात उपलब्ध है।",-196.76490499410787,-104.31759185462218,-30.8544125893188,-15.59797899895142,-195.5577965061276,-216.06462934135706,-239.59551059442302,-245.45248135940622,-196.07611017466118,-205.88824586970352,-229.52525774260053,-236.0590963184459,-262.73559023613655,-265.36274556185253,-265.6744967645461,-265.6750740909817
भारत के खिलाफ सीरीज से पहले अपनी पत्नी के साथ WBBL में वक्त बिताएंगे मिशेल स्टार्क,-128.00915848860464,-70.41070419909518,-42.25609068419383,-21.114017076492214,-127.4927369888246,-139.7257890206665,-164.52063680081795,-171.81230435433855,-127.68355786074235,-131.89915423402826,-156.2222587333332,-164.17704591983406,-192.68635653630363,-196.25968444939159,-196.36062751743353,-196.36145411221003
60 वर्ष से अधिक व्यक्तियों को अब पहला डोज टीके का लगाया जा रहा है।,-110.42300540478483,-67.43416319581914,-36.81416680079428,-16.565799551291228,-110.90088907232666,-122.87075172056836,-152.38826279307207,-163.5081636323781,-110.66394982168184,-114.6606803891905,-144.7394508037746,-156.412582000542,-182.26763669926234,-184.4547641370141,-184.7822039580594,-184.80856783710317
इस हो रही परीक्षा ( आपके ज्ञान के परीक्षण ) को बड़ी उत्सुकता और अच्छे रिजल्ट के लिए दीये गए कुछ नियमों को मानना आपके लिए बेहद जरूरी होगा जो आपके उज्जवल भविष्य के लिए प्रेरित करते है .,-284.6566860223248,-193.38355557750396,-91.51548379271374,-25.12585839811774,-285.5939496447064,-337.6597043505957,-408.8857934776013,-425.410765027658,-285.12548736090173,-318.0645953902017,-391.1643355575144,-408.9396272497475,-455.915024144398,-461.5319757372973,-461.9721374317335,-461.9934920642579
मंगलवार सुबह ग्रामीणों ने तार चोरी होने की जानकारी बिजली विभाग के अफसरों को दी।,-109.28272952699105,-68.65034626713395,-41.83087764813372,-22.656307136412934,-109.76943487549539,-124.6626354402993,-155.29504833033735,-167.00806042891995,-109.52809709652144,-116.15916136585639,-147.10501871424856,-160.07025226675543,-181.76465480187713,-184.78238780871595,-184.81516918876105,-184.8162949180144
ऑडियो प्रकरण के बाद मान्यता को लेकर हरकत में आया विभाग,-82.94088636504553,-65.92281068733448,-35.77594906612768,-15.772332386096197,-83.2812094993519,-106.75133682750855,-128.23213474240728,-130.75012860786993,-83.11250905137082,-101.77672222021599,-123.29092687586514,-126.23471397465435,-135.7659223663305,-138.52855274702597,-138.61331932889362,-138.6134051185598
ओकीफी ने हालांकि मैच के चौथे दिन भी गैरजरूरी टिप्पणी की जब उन्होंने चेतेश्वर पुजारा और रविंद्र जडेजा के नाम नहीं बोल पाने का मजाक बनाया .,-216.3849392540016,-134.56189739586887,-61.52471945093348,-19.803382097945985,-216.27136908206134,-252.9155890352937,-298.11856659905675,-304.47807568421314,-216.26932899286732,-239.4655922696538,-285.9728825883131,-293.47549843177194,-318.7443079752262,-323.35190593229134,-323.4310334716911,-323.43127396023533
वहां तैनात गार्ड रोहित निवासी पावटी जानी और भरत सिंह के साथ मारपीट करते हुए उन्होंने सीसीटीवी कैमरों की डीवीआर कब्जे में ली और दोनों को बंधक बना लिया था।,-240.8589328410166,-130.3836441619177,-61.05649668916244,-29.780213836707425,-240.63910011455602,-262.22029117813287,-309.8414117448403,-328.1227233496035,-240.67341604317457,-246.52899717952155,-294.72338829591433,-314.74824613720006,-353.79993353512816,-357.9397377870441,-358.0797964996613,-358.0825664800459
- समाजवादी आवास योजना और झुग्गी फ्लैट योजना के तहत आवंटन,-91.81695398859091,-60.06937628840107,-26.628266494118506,-17.069795533509474,-92.09462634242392,-108.59962721817024,-120.52979825920961,-125.03805582431944,-91.95667405116556,-103.40205228926123,-115.57138366388371,-120.35120796889456,-136.46532907390477,-138.58936261592893,-138.602896325741,-138.60464643088994
"हालांकि , बाद में इसके नियमों में बदलाव किया गया",-63.59347923751666,-50.408237559921695,-30.890678220068413,-18.449541481675833,-63.93695608557974,-78.78834278222402,-97.78625376340355,-105.05602366584013,-63.766610269157255,-73.25821562889445,-91.76843928122196,-99.75319773053215,-124.09462047057387,-127.01910573353737,-127.04965072260885,-127.05020864067227
"ये नक्सलियों , वामपंथी लम्पटों , छद्मबुद्धिजीवियों और गरीबों की रीढ़ पर लात रख कर , उनके घर के कमाने वालों के नरसंहार करने वाले नक्सली आतंकियों के हिमायतियों की पूर्वनिर्धारित , राष्ट्रविरोधी योजना का हिस्सा है जहाँ अगर कोई परपेचुअल वॉर , यानी सतत युद्ध की स्थिति में है तो यही हैं जो भारत को टुकड़ों में बाँटने की मंशा रखते हैं।",-498.9772572088102,-313.6995012523237,-112.30653760288898,-35.02953810789398,-496.62251940078795,-583.697056211163,-668.3120671205755,-688.272433238901,-497.4949209301261,-556.1761097634464,-639.4727332440092,-662.1360793340771,-727.4296973564678,-739.0891848869862,-739.26157710633,-739.2637030686133
इस हादसे में दोनो बहनों को काफी चोट आई है जिसमें उषा सिदार की हालत चिंताजनक बनी हुई है।,-152.5869320292337,-76.27758831888247,-42.247220759076136,-15.731510391575943,-153.00798715992158,-159.74781389389946,-193.15630914010086,-201.3970481096278,-152.79827924620307,-149.72243787174153,-183.59413101917266,-192.58919463697376,-227.7191710041477,-230.65123570365293,-230.96435749577677,-230.97018410620723
Garhwa : झारखंड विधानसभा के अध्यक्ष रवींद्रनाथ महतो ने शनिवार को श्री बंशीधर मंदिर ( नगर उंटारी ) में विधिवत पूजा अर्चना की तथा मत्था टेका . पूजा अर्चना करने के बाद पत्रकारों से बातचीत करते हुए झारखंड विधानसभा अध्यक्ष ने कहा कि श्री बंशीधर जी असीम कृपा से आज उनका दर्शन पूजन करने का सौभाग्य प्राप्त हुआ है .,-478.72209575790015,-256.4837316406197,-121.29071489682313,-47.11468417747995,-478.20179948248585,-519.7759164257598,-614.6331367257949,-650.9017650642801,-478.3306292267579,-488.9916484246424,-586.0509301742486,-624.6591184439164,-696.7997976316282,-704.2244102740651,-704.5623770406041,-704.6174550803715
"परंतु लोकतंत्र में जनता का जागना और जनता का अभिमत कितना महत्वपूर्ण और अनिवार्य है , यह तू नहीं जानता है , क्या ?",-182.41463504614003,-120.45775268891472,-58.164462155352766,-23.251744948050565,-182.05100196341962,-215.7475550436036,-258.8170603907226,-269.21963822774006,-182.1566027214182,-204.19298095280192,-247.50163332480628,-259.2636402853006,-284.13766874032785,-288.6391187866573,-288.77644291650836,-288.7775290157506
प्रचंड के नेतृत्व वाले गुट ने नेपाली कांग्रेस के अध्यक्ष शेर बहादुर देउबा को पहले ही प्रधानमंत्री पद की पेशकश कर दी है।,-175.52160964120606,-102.54553034388881,-54.71679190410558,-26.7048114401656,-175.97410880375696,-196.48726186043396,-239.45135155880115,-255.85977735899746,-175.74635119095342,-184.40396374363598,-227.79203489572228,-246.14730697801608,-272.77854267582296,-276.8876978859122,-277.2167188244026,-277.2242305473799
फीस वृद्धि पर तत्काल रोक लगे,-53.11545634097202,-40.87971536931494,-17.768392318836987,-12.958921669336164,-53.32315591675302,-69.47518203630474,-74.26324839707286,-75.36156233234932,-53.22018685725135,-66.08370763630657,-71.39072551122811,-72.7482523438841,-79.70027782417662,-80.85742980732255,-80.85773448522643,-80.85776335742965
लड़कियों की तुलना में लड़कों में यह बीमारी अधिक देखने को मिलती है।,-93.2963042522831,-66.55669394808987,-33.04159140171544,-18.82217398529722,-93.69864783786849,-112.71608602588938,-138.64144769374994,-148.32506800241342,-93.49916982964025,-106.3582703945268,-131.86284742601296,-142.25808609504676,-158.2048073382794,-161.39753135452386,-161.7125995894815,-161.71548474579185
